,지역,상호,주소,상표,전화번호,셀프여부,휘발유,경유,구
397,서울특별시,에스제이에너지(주) 개포주유소,서울 강남구 양재대로 339 (개포동),GS칼텍스,02-573-9031,N,1598.0,1398.0,강남구
398,서울특별시,현대오일뱅크(주)유진주유소,서울 강남구 논현로 152 (도곡동),현대오일뱅크,02-3462-5215,N,1608.0,1410.0,강남구
399,서울특별시,방죽주유소,서울특별시 강남구 밤고개로 215 (율현동),S-OIL,02-459-3434,Y,1609.0,1399.0,강남구
400,서울특별시,(주)동하힐탑셀프주유소,서울 강남구 논현로 640 (논현동),SK에너지,02-544-4075,Y,1617.0,1415.0,강남구
401,서울특별시,(주)한진 도곡주유소,서울특별시 강남구  도곡로 162 (도곡동),S-OIL,02-2058-3024,N,1620.0,1410.0,강남구
402,서울특별시,청명주유소,서울특별시 강남구  역삼로 205 (역삼동),SK에너지,02-557-5189,N,1620.0,1398.0,강남구
403,서울특별시,대동석유 압구정주유소,서울특별시 강남구  언주로 842 (신사동),SK에너지,02-545-6161,Y,1628.0,1423.0,강남구
404,서울특별시,제이에이치에너지개나리주유소,서울특별시 강남구  언주로 423 (역삼동),GS칼텍스,02-564-0186,N,1632.0,1397.0,강남구
405,서울특별시,주식회사 논현에너지,서울 강남구 학동로 229 (논현동),GS칼텍스,02-3443-9545,N,1633.0,1428.0,강남구
406,서울특별시,주)중앙에너비스 수서지점,서울특별시 강남구  광평로 202 (수서동),SK에너지,070-8707-4582,Y,1635.0,1438.0,강남구
407,서울특별시,sk네트웍스(주)매봉주유소,서울특별시 강남구  언주로 307 (역삼동) 매봉주유소,SK에너지,02-556-5510,Y,1639.0,1418.0,강남구
408,서울특별시,삼성로주유소,서울특별시 강남구  삼성로 563 (삼성동),GS칼텍스,02-538-5138,Y,1639.0,1437.0,강남구
409,서울특별시,은마주유소,서울 강남구 영동대로 235 (대치동),GS칼텍스,02-3452-1882,N,1639.0,1438.0,강남구
410,서울특별시,역삼주유소,서울특별시 강남구  논현로 426 (역삼동),GS칼텍스,02-548-5145,N,1643.0,1399.0,강남구
411,서울특별시,자곡셀프주유소,서울특별시 강남구  밤고개로 120 (자곡동),SK에너지,02-445-5841,Y,1649.0,1449.0,강남구
412,서울특별시,일원주유소,서울 강남구 양재대로55길 3 (일원동),S-OIL,02-2226-5188,Y,1698.0,1468.0,강남구
413,서울특별시,동일석유(주)직영남부주유소,서울 강남구 선릉로 34 (개포동),SK에너지,02-576-7447,N,1748.0,1548.0,강남구
414,서울특별시,(주)새서울석유,서울 강남구 압구정로 154 (신사동),현대오일뱅크,02-543-1154,N,1767.0,1573.0,강남구
415,서울특별시,대교주유소,서울 강남구 강남대로 640 (신사동),SK에너지,02-512-5521,N,1780.0,1580.0,강남구
416,서울특별시,현대오일뱅크(주),서울 강남구 도산대로 163 (신사동),현대오일뱅크,02-546-2182,N,1798.0,1598.0,강남구
417,서울특별시,(주)소모에너지엔테크놀러지쎈트럴주유소,서울 강남구 삼성로 335 (대치동),GS칼텍스,02-565-0267,N,1855.0,1648.0,강남구
418,서울특별시,논현주유소,서울 강남구 논현로 747 (논현동),SK에너지,02-511-0955,N,1865.0,1651.0,강남구
419,서울특별시,현대오일뱅크(주)직영 한양주유소,서울 강남구 압구정로 302 (신사동),현대오일뱅크,02-3444-0804,N,1890.0,1598.0,강남구
420,서울특별시,대청주유소,서울 강남구 개포로 654 (일원동),SK에너지,02-445-5500,N,1896.0,1659.0,강남구
421,서울특별시,대성석유(주)동호주유소,서울특별시 강남구  봉은사로113길 51 (삼성동),GS칼텍스,02-545-0720,N,1897.0,1697.0,강남구
422,서울특별시,지에스타워주유소,서울특별시 강남구  논현로 516 (역삼동),GS칼텍스,02-539-5145,N,1937.0,1738.0,강남구
423,서울특별시,명품주유소,서울 강남구 도곡로 249 (역삼동),S-OIL,02-501-1256,N,1973.0,1753.0,강남구
424,서울특별시,학여울주유소,서울 강남구 남부순환로 3170 (대치동),GS칼텍스,02-3411-3271,N,1980.0,1771.0,강남구
425,서울특별시,주성주유소,서울특별시 강남구  영동대로 716 (청담동),GS칼텍스,02-518-3460,N,1998.0,1798.0,강남구
426,서울특별시,sk네트웍스(주)진달래주유소,서울특별시 강남구  도곡로 208 (도곡동),SK에너지,02-3462-0018,N,1999.0,1829.0,강남구
427,서울특별시,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),GS칼텍스,02-518-5141,N,1999.0,1927.0,강남구
428,서울특별시,금성,서울 강남구 테헤란로 619 (삼성동),SK에너지,02-508-6572,N,2026.0,1829.0,강남구
429,서울특별시,선우상사,서울 강남구 남부순환로 2651 (도곡동),SK에너지,02-3462-5100,N,2048.0,1897.0,강남구
430,서울특별시,경원주유소,서울 강남구 도산대로 428 (청담동),S-OIL,02-517-1957,N,2075.0,1887.0,강남구
431,서울특별시,갤러리아주유소,서울 강남구 압구정로 426 (청담동),SK에너지,02-540-4965,N,2080.0,1889.0,강남구
432,서울특별시,동우주유소,서울특별시 강남구  봉은사로 311 (논현동),SK에너지,02-542-6726,N,2125.0,1928.0,강남구
433,서울특별시,오천주유소,서울 강남구 봉은사로 503 (삼성동),SK에너지,02-545-2822,N,2127.0,1929.0,강남구
434,서울특별시,삼성주유소,서울 강남구 삼성로 521 (삼성동),SK에너지,02-538-0809,N,2127.0,1929.0,강남구
435,서울특별시,뉴서울(강남),서울 강남구 언주로 716 (논현동),SK에너지,02-518-5631,N,2160.0,1970.0,강남구
436,서울특별시,(주)엠오티이엔지 직영 삼화주유소,서울특별시 관악구 보라매로 41 (봉천동),알뜰주유소,02-889-8929,N,1518.0,1318.0,관악구
437,서울특별시,(주)연우에너지 신관주유소,서울특별시 관악구  신림로 290 (신림동) 신관주유소,GS칼텍스,02-871-1356,Y,1548.0,1348.0,관악구
438,서울특별시,(주)한유에너지행운셀프주유소,서울 관악구 남부순환로 1883 (봉천동),SK에너지,02-871-5189,Y,1556.0,1369.0,관악구
439,서울특별시,대양석유(주)직영 보라매주유소,서울특별시 관악구  보라매로 26 (봉천동),SK에너지,02-882-5189,Y,1558.0,1358.0,관악구
440,서울특별시,남현주유소,서울 관악구 남부순환로 2014 (남현동),현대오일뱅크,02-521-4200,N,1559.0,1349.0,관악구
441,서울특별시,서일석유(주)락성주유소,서울 관악구 남부순환로 1920 (봉천동),GS칼텍스,02-877-0867,Y,1559.0,1349.0,관악구
442,서울특별시,현대주유소,서울 관악구 난곡로 108 (신림동),현대오일뱅크,02-851-9200,N,1579.0,1379.0,관악구
443,서울특별시,난곡주유소,서울 관악구 난곡로 206 (신림동),GS칼텍스,02-858-2003,N,1579.0,1379.0,관악구
444,서울특별시,대공원주유소,서울특별시 관악구  과천대로 921 (남현동),SK에너지,02-584-2522,N,1579.0,1369.0,관악구
445,서울특별시,관악시몬주유소,서울특별시 관악구 남부순환로 1753 (봉천동),S-OIL,02-874-5185,N,1588.0,1378.0,관악구
446,서울특별시,한규상사 유정주유소,서울 관악구 남부순환로 1691 (봉천동),SK에너지,02-882-1154,N,1597.0,1387.0,관악구
447,서울특별시,유림주유소,서울 관악구 신림로 176 (신림동),S-OIL,02-887-5145,N,1598.0,1398.0,관악구
448,서울특별시,서울셀프주유소,서울특별시 관악구  신림로 183 (신림동),SK에너지,02-888-5189,Y,1599.0,1399.0,관악구
449,서울특별시,문성골주유소,서울 관악구 문성로 97 (신림동),현대오일뱅크,02-839-0081,N,1628.0,1398.0,관악구
450,서울특별시,SK에너지(주) 신봉천,서울 관악구 남부순환로 1880 (봉천동),SK에너지,02-885-5913,N,1677.0,1477.0,관악구
451,서울특별시,씨제이대한통운(주)서울지점,서울특별시 관악구 남부순환로 1515 (신림동),GS칼텍스,02-2632-8612,N,1678.0,1478.0,관악구
452,서울특별시,SK네트웍스직영 관악로주유소,서울 관악구 관악로 260 (봉천동),SK에너지,02-883-3131,N,1790.0,1657.0,관악구
453,서울특별시,용마주유소,서울 광진구 용마산로 68 (중곡동),GS칼텍스,02-456-1884,N,1525.0,1315.0,광진구
454,서울특별시,대원주유소,서울 광진구 용마산로 122 (중곡동),S-OIL,02-444-1666,N,1525.0,1315.0,광진구
455,서울특별시,태양주유소,서울특별시 광진구  동일로 345 (중곡동),GS칼텍스,02-464-5141,N,1527.0,1317.0,광진구
456,서울특별시,평안주유소,서울 광진구 천호대로 630 (능동),알뜰주유소,02-446-0340,N,1528.0,1318.0,광진구
457,서울특별시,현대오일뱅크(주)직영 능동주유소,서울특별시 광진구  천호대로 584 (능동),현대오일뱅크,02-452-7723,Y,1528.0,1318.0,광진구
458,서울특별시,대성산업(주)구의주유소,서울 광진구 광나루로 570 (구의동),GS칼텍스,02-457-0638,N,1538.0,1328.0,광진구
459,서울특별시,일진주유소,서울특별시 광진구  동일로 413 (중곡동),S-OIL,02-468-5415,N,1549.0,1339.0,광진구
460,서울특별시,현대오일뱅크(주)직영중곡현대주유소,서울특별시 광진구 동일로 435 (중곡동),현대오일뱅크,02-497-5151,N,1549.0,1339.0,광진구
461,서울특별시,현대오일뱅크(주)중원주유소,서울 광진구 동일로 398 (중곡동),현대오일뱅크,02-467-2410,N,1554.0,1344.0,광진구
462,서울특별시,(주)장수주유소,서울 광진구 동일로 266 (군자동),SK에너지,02-498-1981,N,1559.0,1349.0,광진구
463,서울특별시,대명주유소,서울 광진구 광나루로 460 (화양동),SK에너지,02-2201-4392,Y,1567.0,1348.0,광진구
464,서울특별시,삼호주유소,서울 광진구 천호대로 809 (광장동),S-OIL,02-455-7200,N,1578.0,1378.0,광진구
465,서울특별시,자양주유소,서울특별시 광진구  아차산로 298 (자양동),SK에너지,02-457-7600,N,1578.0,1378.0,광진구
466,서울특별시,강평주유소,서울 광진구 아차산로 616 (광장동),SK에너지,02-2201-0736,N,1578.0,1378.0,광진구
467,서울특별시,구의스타주유소,서울특별시 광진구 자양로 103 (자양동),GS칼텍스,02-457-4071,N,1619.0,1419.0,광진구
468,서울특별시,SK장호셀프주유소,서울특별시 광진구  자양로37 (자양동),SK에너지,02-447-9796,Y,1637.0,1439.0,광진구
469,서울특별시,동서울주유소,서울 광진구 강변역로 10 (구의동),GS칼텍스,02-444-3910,N,1639.0,1429.0,광진구
470,서울특별시,성일주유소,서울 광진구 동일로 50 (자양동),SK에너지,02-463-3619,N,1675.0,1465.0,광진구
471,서울특별시,처음처럼주유소,서울 구로구 오리로 1299 (궁동),S-OIL,02-2611-5051,N,1509.0,1299.0,구로구
472,서울특별시,풀페이주유소,서울특별시 구로구 경인로 41 (온수동),SK에너지,02-2613-7708,N,1524.0,1294.0,구로구
473,서울특별시,(주)유티에너지직영유티에너지,서울특별시 구로구  시흥대로 539 (구로동),알뜰주유소,02-866-9553,N,1526.0,1326.0,구로구
474,서울특별시,(주)한미석유구로그린주유소,서울 구로구 구로중앙로 76 (구로동),GS칼텍스,02-861-5189,Y,1528.0,1328.0,구로구
475,서울특별시, 현대오일뱅크㈜ 직영 구로셀프주유소,서울특별시 구로구  시흥대로 531 (구로동),현대오일뱅크,02-856-1135,Y,1528.0,1328.0,구로구
476,서울특별시,개봉셀프주유소,서울특별시 구로구  고척로 115 (개봉동),현대오일뱅크,02-2618-5145,Y,1555.0,1345.0,구로구
477,서울특별시,대성산업(주)디큐브주유소,서울 구로구 경인로 650 (신도림동),GS칼텍스,02-2633-7188,N,1558.0,1338.0,구로구
478,서울특별시,신성주유소,서울특별시 구로구  구로동로 187 (구로동),SK에너지,02-866-5189,Y,1568.0,1369.0,구로구
479,서울특별시,항동주유소,서울특별시 구로구 서해안로 2154 (항동),S-OIL,02-2611-1113,Y,1568.0,1348.0,구로구
480,서울특별시,신오류,서울 구로구 경인로 161 (오류동),SK에너지,02-2687-4186,N,1568.0,1331.0,구로구
481,서울특별시,동선주유소,서울 구로구 경인로 150 (오류동),GS칼텍스,02-2683-1126,N,1576.0,1366.0,구로구
482,서울특별시,정은주유소,서울 구로구 경인로 407 (고척동),현대오일뱅크,02-2611-5184,N,1577.0,1367.0,구로구
483,서울특별시,구로시몬주유소,서울 구로구 경인로 290 (개봉동),S-OIL,02-2616-5189,N,1577.0,1367.0,구로구
484,서울특별시,SK구로주유소,서울 구로구 구일로 94 (구로동),SK에너지,02-868-5758,N,1578.0,1378.0,구로구
485,서울특별시,영진주유소,서울특별시 구로구  구로동로 20 (가리봉동),S-OIL,02-861-6625,N,1578.0,1348.0,구로구
486,서울특별시,근린공원주유소,서울특별시 구로구 고척로 199 (고척동),S-OIL,02-2066-3700,N,1585.0,1375.0,구로구
487,서울특별시,삼한주유소,서울특별시 구로구 부일로 871 (온수동),S-OIL,02-2618-3929,N,1598.0,1347.0,구로구
488,서울특별시,(주)새서울석유대원셀프주유소,서울 구로구 개봉로 7 (개봉동),SK에너지,02-2612-3880,Y,1598.0,1398.0,구로구
489,서울특별시,현대오일뱅크(주)직영신구로주유소,서울특별시 구로구  가마산로 293 (구로동),현대오일뱅크,02-859-0051,N,1679.0,1479.0,구로구
490,서울특별시,동아주유소,서울특별시 구로구  도림로 91 (구로동),S-OIL,02-855-1282,N,1699.0,1389.0,구로구
491,서울특별시,(주)유공 구인주유소,서울특별시 구로구 경인로 558  (구로동),SK에너지,02-2677-5010,N,1717.0,1517.0,구로구
492,서울특별시,구로주유소,서울특별시 구로구  구로동로 137 (구로동),GS칼텍스,02-587-1251,N,2046.0,1849.0,구로구
493,서울특별시,대득에너지(금천셀프주유소),서울특별시 금천구  시흥대로 81 (시흥동),GS칼텍스,02-805-7888,Y,1519.0,1319.0,금천구
494,서울특별시,(주)태영유업 독산고개,서울특별시 금천구 시흥대로 484 (독산동),현대오일뱅크,02-856-0283,Y,1527.0,1327.0,금천구
495,서울특별시,백산주유소,서울특별시 금천구  시흥대로 174 (시흥동),S-OIL,02-807-3161,Y,1528.0,1328.0,금천구
496,서울특별시,일신주유소,서울특별시 금천구 시흥대로 118 (시흥동),GS칼텍스,02-896-5145,Y,1528.0,1328.0,금천구
497,서울특별시,명보주유소,서울 금천구 시흥대로 377 (독산동),알뜰주유소,02-806-8336,N,1528.0,1328.0,금천구
498,서울특별시,경복에너지주유소,서울특별시 금천구  독산로 147 (시흥동),현대오일뱅크,02-891-5189,N,1528.0,1328.0,금천구
499,서울특별시,남서울경복에너지,서울 금천구 독산로 257 (독산동),S-OIL,02-855-9880,Y,1528.0,1328.0,금천구
500,서울특별시,구광주유소,서울특별시 금천구  서부샛길 674 (가산동),S-OIL,02-868-6889,N,1558.0,1358.0,금천구
501,서울특별시,KH에너지(주)직영시흥대로주유소,서울시 금천구 시흥대로 221 (시흥동),SK에너지,02-892-5156,N,1558.0,1358.0,금천구
502,서울특별시,성부주유소,서울 금천구 남부순환로 1280 (가산동),SK에너지,02-859-7657,N,1638.0,1398.0,금천구
503,서울특별시,SK에너지(주) 이가주유소,서울 금천구 시흥대로 441 (독산동),SK에너지,02-861-2241,N,1648.0,1398.0,금천구
504,서울특별시,SK에너지(주) 박미주유소,서울 금천구 시흥대로 39-7 (시흥동),SK에너지,02-802-6749,N,1649.0,1397.0,금천구
505,서울특별시,백운주유소,서울 금천구 시흥대로 282 (독산동),GS칼텍스,02-894-8521,N,1737.0,1498.0,금천구
506,서울특별시,순환도로,서울 금천구 남부순환로 1410 (독산동),SK에너지,02-859-5426,N,1789.0,1625.0,금천구
507,서울특별시,태릉솔밭주유소,서울특별시 노원구 노원로 49 (공릉동),S-OIL,02-976-5189,Y,1517.0,1317.0,노원구
508,서울특별시,월계주유소,서울 노원구 월계로 252 (월계동),GS칼텍스,02-917-7650,Y,1518.0,1308.0,노원구
509,서울특별시,(주)이엠배꽃나라주유소,서울특별시 노원구  화랑로 466 (공릉동),GS칼텍스,02-973-5172,Y,1527.0,1327.0,노원구
510,서울특별시,성북역주유소,서울 노원구 광운로 95 (월계동),GS칼텍스,02-919-8141,N,1549.0,1449.0,노원구
511,서울특별시,신성주유소,서울 노원구 월계로 328 (월계동),S-OIL,02-916-4334,Y,1549.0,1339.0,노원구
512,서울특별시,불암주유소,서울특별시 노원구  한글비석로 268 (중계동),S-OIL,02-932-6850,Y,1549.0,1339.0,노원구
513,서울특별시,삼육주유소,서울특별시 노원구  화랑로 822 (공릉동),SK에너지,02-949-3677,Y,1550.0,1350.0,노원구
514,서울특별시,(주)소모석유수락산주유소,서울특별시 노원구 동일로 1772 (상계동),GS칼텍스,02-3392-5656,N,1566.0,1368.0,노원구
515,서울특별시,한신주유소,서울 노원구 동일로 1089 (공릉동),SK에너지,02-974-5151,N,1578.0,1378.0,노원구
516,서울특별시,화랑대주유소,서울특별시 노원구  화랑로483 (공릉동)화랑대주유소,SK에너지,02-972-5189,Y,1598.0,1398.0,노원구
517,서울특별시,노원주유소,서울특별시 노원구  동일로 1008 (공릉동),GS칼텍스,02-949-5151,N,1628.0,1419.0,노원구
518,서울특별시,상계동주유소,서울 노원구 노원로26길 191 (상계동),현대오일뱅크,02-936-5035,N,1650.0,1450.0,노원구
519,서울특별시,양지진흥개발(주)상계주유소,서울 노원구 노해로 527 (상계동),SK에너지,02-930-0111,N,1678.0,1478.0,노원구
520,서울특별시,하계삼호주유소,서울 노원구 공릉로 294 (하계동),GS칼텍스,02-974-8828,N,1698.0,1495.0,노원구
521,서울특별시,sk네트웍스(주)직영 하계주유소,서울특별시 노원구  노원로17길 29 (하계동),SK에너지,02-975-1386,N,1798.0,1598.0,노원구
522,서울특별시,노원역주유소,서울특별시 노원구  노해로75길 20-25 (상계동),SK에너지,02-930-5103,N,1855.0,1655.0,노원구
523,서울특별시,(주)보성 세곡주유소,서울특별시 강남구  헌릉로 731 (세곡동),SK에너지,02-445-6870,Y,1568.0,1365.0,강남구
524,서울특별시,SK서광주유소,서울 강남구 역삼로 142 (역삼동),SK에너지,02-562-4855,Y,1585.0,1385.0,강남구
525,서울특별시,(주)정원이디에쓰 산성주유소,서울 강남구 헌릉로 730 (세곡동),GS칼텍스,02-2226-4963,Y,1588.0,1385.0,강남구
526,서울특별시, 현대오일뱅크㈜ 직영 도곡셀프주유소,서울특별시 강남구  남부순환로 2718 (도곡동),현대오일뱅크,02-529-5101,Y,1588.0,1386.0,강남구
527,서울특별시,에스제이에너지(주) 개포주유소,서울 강남구 양재대로 339 (개포동),GS칼텍스,02-573-9031,N,1598.0,1398.0,강남구
528,서울특별시,현대오일뱅크(주)유진주유소,서울 강남구 논현로 152 (도곡동),현대오일뱅크,02-3462-5215,N,1608.0,1410.0,강남구
529,서울특별시,방죽주유소,서울특별시 강남구 밤고개로 215 (율현동),S-OIL,02-459-3434,Y,1609.0,1399.0,강남구
530,서울특별시,(주)동하힐탑셀프주유소,서울 강남구 논현로 640 (논현동),SK에너지,02-544-4075,Y,1617.0,1415.0,강남구
531,서울특별시,청명주유소,서울특별시 강남구  역삼로 205 (역삼동),SK에너지,02-557-5189,N,1620.0,1398.0,강남구
532,서울특별시,(주)한진 도곡주유소,서울특별시 강남구  도곡로 162 (도곡동),S-OIL,02-2058-3024,N,1620.0,1410.0,강남구
533,서울특별시,대동석유 압구정주유소,서울특별시 강남구  언주로 842 (신사동),SK에너지,02-545-6161,Y,1628.0,1423.0,강남구
534,서울특별시,제이에이치에너지개나리주유소,서울특별시 강남구  언주로 423 (역삼동),GS칼텍스,02-564-0186,N,1632.0,1397.0,강남구
535,서울특별시,주식회사 논현에너지,서울 강남구 학동로 229 (논현동),GS칼텍스,02-3443-9545,N,1633.0,1428.0,강남구
536,서울특별시,주)중앙에너비스 수서지점,서울특별시 강남구  광평로 202 (수서동),SK에너지,070-8707-4582,Y,1635.0,1438.0,강남구
537,서울특별시,sk네트웍스(주)매봉주유소,서울특별시 강남구  언주로 307 (역삼동) 매봉주유소,SK에너지,02-556-5510,Y,1639.0,1418.0,강남구
538,서울특별시,삼성로주유소,서울특별시 강남구  삼성로 563 (삼성동),GS칼텍스,02-538-5138,Y,1639.0,1437.0,강남구
539,서울특별시,은마주유소,서울 강남구 영동대로 235 (대치동),GS칼텍스,02-3452-1882,N,1639.0,1438.0,강남구
540,서울특별시,역삼주유소,서울특별시 강남구  논현로 426 (역삼동),GS칼텍스,02-548-5145,N,1643.0,1399.0,강남구
541,서울특별시,자곡셀프주유소,서울특별시 강남구  밤고개로 120 (자곡동),SK에너지,02-445-5841,Y,1649.0,1449.0,강남구
542,서울특별시,일원주유소,서울 강남구 양재대로55길 3 (일원동),S-OIL,02-2226-5188,Y,1698.0,1468.0,강남구
543,서울특별시,동일석유(주)직영남부주유소,서울 강남구 선릉로 34 (개포동),SK에너지,02-576-7447,N,1748.0,1548.0,강남구
544,서울특별시,(주)새서울석유,서울 강남구 압구정로 154 (신사동),현대오일뱅크,02-543-1154,N,1767.0,1573.0,강남구
545,서울특별시,대교주유소,서울 강남구 강남대로 640 (신사동),SK에너지,02-512-5521,N,1780.0,1580.0,강남구
546,서울특별시,현대오일뱅크(주),서울 강남구 도산대로 163 (신사동),현대오일뱅크,02-546-2182,N,1798.0,1598.0,강남구
547,서울특별시,(주)소모에너지엔테크놀러지쎈트럴주유소,서울 강남구 삼성로 335 (대치동),GS칼텍스,02-565-0267,N,1855.0,1648.0,강남구
548,서울특별시,논현주유소,서울 강남구 논현로 747 (논현동),SK에너지,02-511-0955,N,1865.0,1651.0,강남구
549,서울특별시,현대오일뱅크(주)직영 한양주유소,서울 강남구 압구정로 302 (신사동),현대오일뱅크,02-3444-0804,N,1890.0,1598.0,강남구
550,서울특별시,대청주유소,서울 강남구 개포로 654 (일원동),SK에너지,02-445-5500,N,1896.0,1659.0,강남구
551,서울특별시,대성석유(주)동호주유소,서울특별시 강남구  봉은사로113길 51 (삼성동),GS칼텍스,02-545-0720,N,1897.0,1697.0,강남구
552,서울특별시,지에스타워주유소,서울특별시 강남구  논현로 516 (역삼동),GS칼텍스,02-539-5145,N,1937.0,1738.0,강남구
553,서울특별시,명품주유소,서울 강남구 도곡로 249 (역삼동),S-OIL,02-501-1256,N,1973.0,1753.0,강남구
554,서울특별시,학여울주유소,서울 강남구 남부순환로 3170 (대치동),GS칼텍스,02-3411-3271,N,1980.0,1771.0,강남구
555,서울특별시,주성주유소,서울특별시 강남구  영동대로 716 (청담동),GS칼텍스,02-518-3460,N,1998.0,1798.0,강남구
556,서울특별시,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),GS칼텍스,02-518-5141,N,1999.0,1927.0,강남구
557,서울특별시,sk네트웍스(주)진달래주유소,서울특별시 강남구  도곡로 208 (도곡동),SK에너지,02-3462-0018,N,1999.0,1829.0,강남구
558,서울특별시,금성,서울 강남구 테헤란로 619 (삼성동),SK에너지,02-508-6572,N,2026.0,1829.0,강남구
559,서울특별시,선우상사,서울 강남구 남부순환로 2651 (도곡동),SK에너지,02-3462-5100,N,2048.0,1897.0,강남구
560,서울특별시,경원주유소,서울 강남구 도산대로 428 (청담동),S-OIL,02-517-1957,N,2075.0,1887.0,강남구
561,서울특별시,갤러리아주유소,서울 강남구 압구정로 426 (청담동),SK에너지,02-540-4965,N,2080.0,1889.0,강남구
562,서울특별시,동우주유소,서울특별시 강남구  봉은사로 311 (논현동),SK에너지,02-542-6726,N,2125.0,1928.0,강남구
563,서울특별시,오천주유소,서울 강남구 봉은사로 503 (삼성동),SK에너지,02-545-2822,N,2127.0,1929.0,강남구
564,서울특별시,삼성주유소,서울 강남구 삼성로 521 (삼성동),SK에너지,02-538-0809,N,2127.0,1929.0,강남구
565,서울특별시,뉴서울(강남),서울 강남구 언주로 716 (논현동),SK에너지,02-518-5631,N,2160.0,1970.0,강남구
